"","Site","Context","Pit","Layer","No.","Position","New_Layer","Part","Weight","H_Rim","Hight","Thick1_Rim","Thick2_Rim","Thick1_Neck","Thick2_Neck","Thick1_Body","Thick2_Body","Diameter1_Rim","Diameter2_Rim","Diameter1_Neck","Diameter2_Neck","Diameter1_Body","Diameter2_Body","rim_form","紋飾/口緣","紋飾/腹片","紋飾/其他","特殊記載","紋飾特色","temper","texture","abundence","fireing core","sherd texture","curventure","緣內抹修","內頸","備註","出土說明","腹部","Grid","phase","layer2","filename"
"131","KWL","P","P063","L8","224","D","4","pot","208","18","117+","4","3.1","4.5","4.5",3.8,"3.3","114",120,"105",108,"148",152,"平唇,口短,器厚,缺底,製作良好","平行紋","直行紋.菱格紋.直行紋.菱格紋.","繫痕","g94,五斜紋似\\ ///","紋飾清楚","sand","fine","sparse","4","fine",NA,NA,NA,"內外煙炱痕,外緣口有煙炱,質地較硬,有特殊記載","P2","有腹圍","AT4P6ABC","post-e","08","P06308224"
"132","KWL","P","P063","L8","224","D","4","pot","208","18","117+","4","3.1","4.5","4.5",3.8,"3.3","114",120,"105",108,"148",152,"平唇,口短,器厚,缺底,製作良好","平行紋","直行紋.菱格紋.直行紋.菱格紋.","繫痕","g94,五斜紋似\\ ///","紋飾清楚","sand","fine","sparse","4","fine",NA,NA,NA,"內外煙炱痕,外緣口有煙炱,質地較硬,有特殊記載","P2","有腹圍","AT4P6D","post-e","08","P06308224"
"133","KWL","P","P063","L8","230","D","4","pot","115","17","113+","3.3","2.8","3","3.7",2,"2.2000000000000002","118",NA,"108",NA,"170",NA,"圓唇,口短","編織紋","直行紋.菱格紋.平行紋.菱格紋","繫痕粗且深","g11,四斜紋似\\ //",NA,"sand","fine","medium","4","fine","7.5",NA,NA,"外腹煙炱痕,質地較硬,有特殊記載","P5","有腹圍","AT4P6ABC","post-e","08","P06308230"
"134","KWL","P","P063","L8","230","D","4","pot","115","17","113+","3.3","2.8","3","3.7",2,"2.2000000000000002","118",NA,"108",NA,"170",NA,"圓唇,口短","編織紋","直行紋.菱格紋.平行紋.菱格紋","繫痕粗且深","g11,四斜紋似\\ //",NA,"sand","fine","medium","4","fine","7.5",NA,NA,"外腹煙炱痕,質地較硬,有特殊記載","P5","有腹圍","AT4P6D","post-e","08","P06308230"
"135","KWL","P","P063","L8","234","D","4","pot","290","18","115+","4.5","3.5","4.5","5",3.5,"3.7","120",119,"108",109,"153",153,"平唇,器厚,製作良好","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕,有草繩細痕壓於直行紋上",NA,"紋飾清楚","sand","fine","sparse","1","fine","7.4",NA,NA,"內外煙炱痕,口緣僅外側,內腹指壓痕明顯,質地較硬","No.02","有腹圍","AT4P6ABC","post-e","08","P06308234"
"136","KWL","P","P063","L8","234","D","4","pot","290","18","115+","4.5","3.5","4.5","5",3.5,"3.7","120",119,"108",109,"153",153,"平唇,器厚,製作良好","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕,有草繩細痕壓於直行紋上",NA,"紋飾清楚","sand","fine","sparse","1","fine","7.4",NA,NA,"內外煙炱痕,口緣僅外側,內腹指壓痕明顯,質地較硬","No.02","有腹圍","AT4P6D","post-e","08","P06308234"
"137","KWL","P","P063","L9","022","B","4","pot or steamer","73.5","16.5","51+","3.5","3","3.5","4",2,"1.8","113.5",111,"93.5",96,"132+",NA,"平唇,口短,,缺底","正方格紋","平行紋.折線紋. 木梯紋","繫痕",NA,"頸部有橫向深壓痕一道,似製作痕跡,紋細緻","sand","fine","medium","1","fine","na",NA,NA,"無燒煮使用痕,內腹近口緣指壓痕明顯",NA,"腹圍不足","AT4P6ABC","post-e","09","P06309022"
"138","KWL","P","P063","L9","022","B","4","pot or steamer","73.5","16.5","51+","3.5","3","3.5","4",2,"1.8","113.5",111,"93.5",96,"132+",NA,"平唇,口短,,缺底","正方格紋","平行紋.折線紋. 木梯紋","繫痕",NA,"頸部有橫向深壓痕一道,似製作痕跡,紋細緻","sand","fine","medium","1","fine","na",NA,NA,"無燒煮使用痕,內腹近口緣指壓痕明顯",NA,"腹圍不足","AT4P6D","post-e","09","P06309022"
"139","KWL","P","P063","L9","318","D","4","pot","350","17","118","2.8","3.2","3.5","4",3.2,"2.8","107",110,"101",102,"148",147,"平唇,底近平,全形可復原","平行紋","直行紋.菱格紋.平行紋.菱格紋","繩紋繫痕,似一中繩1.4mm","g2,兩斜紋似X","紋飾清楚","sand","fine","sparse","1","fine",NA,NA,NA,"內外佈煙炱痕,口頸無,色黑,質地較硬,有特殊記載",NA,"有腹圍","AT4P6ABC","post-e","09","P06309318"
"140","KWL","P","P063","L9","318","D","4","pot","350","17","118","2.8","3.2","3.5","4",3.2,"2.8","107",110,"101",102,"148",147,"平唇,底近平,全形可復原","平行紋","直行紋.菱格紋.平行紋.菱格紋","繩紋繫痕,似一中繩1.4mm","g2,兩斜紋似X","紋飾清楚","sand","fine","sparse","1","fine",NA,NA,NA,"內外佈煙炱痕,口頸無,色黑,質地較硬,有特殊記載",NA,"有腹圍","AT4P6D","post-e","09","P06309318"
"141","KWL","P","P063","L9","319","D","4","pot or steamer","131.5","20","87+","3.8","2","5","4.5",2.2,"1.9","114",112,"102",101,"148",NA,"平唇,缺底","平行紋","木梯紋.平行紋.菱格紋","繫痕","三斜紋,似V\","頸部有縱向深壓痕一道,似製作痕跡, 部分木梯為正方格","sand","fine","medium","1","fine","8.3000000000000007",NA,NA,"無燒煮使用痕,內腹指壓痕明顯,有特殊記載,看紋飾記載及製作痕跡,應與331同人同地製作",NA,"有腹圍","AT4P6ABC","post-e","09","P06309319"
"142","KWL","P","P063","L9","319","D","4","pot or steamer","131.5","20","87+","3.8","2","5","4.5",2.2,"1.9","114",112,"102",101,"148",NA,"平唇,缺底","平行紋","木梯紋.平行紋.菱格紋","繫痕","三斜紋,似V\","頸部有縱向深壓痕一道,似製作痕跡, 部分木梯為正方格","sand","fine","medium","1","fine","8.3000000000000007",NA,NA,"無燒煮使用痕,內腹指壓痕明顯,有特殊記載,看紋飾記載及製作痕跡,應與331同人同地製作",NA,"有腹圍","AT4P6D","post-e","09","P06309319"
"143","KWL","P","P063","L9","328","D","4","rim","140","17","79+","4.5","3.5","4.5","4",3.5,"3.7","123",120,"114",111,"168",NA,"平唇,口短,器厚,缺底","平行紋","直行紋.菱格紋.平行紋","繩紋繫痕,似兩細繩0.8mm",NA,"頸部一圈草繩繫痕明顯,且有直平行紋拍板尾端的三角形壓印痕?","sand","fine","sparse","1","fine","7.5",NA,NA,"外佈煙炱痕",NA,"腹圍不足","AT4P6ABC","post-e","09","P06309328"
"144","KWL","P","P063","L9","328","D","4","rim","140","17","79+","4.5","3.5","4.5","4",3.5,"3.7","123",120,"114",111,"168",NA,"平唇,口短,器厚,缺底","平行紋","直行紋.菱格紋.平行紋","繩紋繫痕,似兩細繩0.8mm",NA,"頸部一圈草繩繫痕明顯,且有直平行紋拍板尾端的三角形壓印痕?","sand","fine","sparse","1","fine","7.5",NA,NA,"外佈煙炱痕",NA,"腹圍不足","AT4P6D","post-e","09","P06309328"
"145","KWL","P","P063","L9","330","D","4","pot or steamer","119.5","22","88+","2.7","2.2999999999999998","4","5",2.5,"3","111.5",110,"99",103,"161",NA,"平唇,缺底","平行紋","方格紋.平行紋.菱格紋","繫痕",NA,"紋飾清楚","sand","fine","sparse","4","fine","8.5",NA,"未抹平","內外煙炱痕,內腹指壓痕明顯",NA,"腹圍不足","AT4P6ABC","post-e","09","P06309330"
"146","KWL","P","P063","L9","330","D","4","pot or steamer","119.5","22","88+","2.7","2.2999999999999998","4","5",2.5,"3","111.5",110,"99",103,"161",NA,"平唇,缺底","平行紋","方格紋.平行紋.菱格紋","繫痕",NA,"紋飾清楚","sand","fine","sparse","4","fine","8.5",NA,"未抹平","內外煙炱痕,內腹指壓痕明顯",NA,"腹圍不足","AT4P6D","post-e","09","P06309330"
"147","KWL","P","P063","L9","331","D","4","pot","94","20","105+","2.8","2.2000000000000002","4.5","5",2.2,"2.2000000000000002","120",NA,"105",NA,"160",NA,"平唇","平行紋(編織)","方格紋.平行紋.菱格紋","繫痕","三斜紋,似V\","頸部有縱向深壓痕一道,似製作痕跡","sand","fine","sparse","1,4","fine","7.3",NA,NA,"無燒煮使用痕,內腹指壓痕明顯,有特殊記載,看紋飾記載及製作痕跡,應與319同人同地製作",NA,"腹圍不足","AT4P6ABC","post-e","09","P06309331"
"148","KWL","P","P063","L9","331","D","4","pot","94","20","105+","2.8","2.2000000000000002","4.5","5",2.2,"2.2000000000000002","120",NA,"105",NA,"160",NA,"平唇","平行紋(編織)","方格紋.平行紋.菱格紋","繫痕","三斜紋,似V\","頸部有縱向深壓痕一道,似製作痕跡","sand","fine","sparse","1,4","fine","7.3",NA,NA,"無燒煮使用痕,內腹指壓痕明顯,有特殊記載,看紋飾記載及製作痕跡,應與319同人同地製作",NA,"腹圍不足","AT4P6D","post-e","09","P06309331"
"149","KWL","P","P063","L10","099","D","5","pot","197","16.5","117+","3.5","3","5","5",4.1,"3.1","120",NA,"102",NA,"165",NA,"平唇,底近平","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕","g45?,三斜紋,似\\\","紋飾清楚","sand","fine","sparse","1","fine","7.6",NA,"未抹平","內外煙炱痕,內腹指壓痕明顯,質地較硬,有特殊記載",NA,"腹圍不足","AT4P6ABC","pre-e","10","P06310099"
"150","KWL","P","P063","L10","099","D","5","pot","197","16.5","117+","3.5","3","5","5",4.1,"3.1","120",NA,"102",NA,"165",NA,"平唇,底近平","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕","g45?,三斜紋,似\\\","紋飾清楚","sand","fine","sparse","1","fine","7.6",NA,"未抹平","內外煙炱痕,內腹指壓痕明顯,質地較硬,有特殊記載",NA,"腹圍不足","AT4P6D","pre-e","10","P06310099"
"151","KWL","P","P063","L11","157","D","5","pot or steamer","213","19","83+","3","3.4","4","4.4000000000000004",3.8,"3.3","112",NA,"103",NA,"165",NA,"圓唇,口近直,缺底","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕","四斜紋似\\ //","紋飾清楚","sand","fine","sparse","4","fine","7.6",NA,NA,"內外煙炱痕,內腹指壓痕明顯,有特殊記載",NA,"推測","AT4P6ABC","pre-e","11","P06311157"
"152","KWL","P","P063","L11","157","D","5","pot or steamer","213","19","83+","3","3.4","4","4.4000000000000004",3.8,"3.3","112",NA,"103",NA,"165",NA,"圓唇,口近直,缺底","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕","四斜紋似\\ //","紋飾清楚","sand","fine","sparse","4","fine","7.6",NA,NA,"內外煙炱痕,內腹指壓痕明顯,有特殊記載",NA,"推測","AT4P6D","pre-e","11","P06311157"
"153","KWL","P","P063","L12","026","A","6","pot or steamer","58.5","19","65+","4.5","3.5","4.2","4.5",2.5,"2.2999999999999998","106",NA,"93",NA,"140+",NA,"平唇,缺底","菱格紋","直行紋.折線紋.直行紋","繫痕",NA,NA,"sand","fine","medium","4","fine","na",NA,NA,"內外煙炱痕,外口緣亦有","H32","腹圍不足","AT4P6ABC","pre-e","12","P06312026"
"154","KWL","P","P063","L12","026","A","6","pot or steamer","58.5","19","65+","4.5","3.5","4.2","4.5",2.5,"2.2999999999999998","106",NA,"93",NA,"140+",NA,"平唇,缺底","菱格紋","直行紋.折線紋.直行紋","繫痕",NA,NA,"sand","fine","medium","4","fine","na",NA,NA,"內外煙炱痕,外口緣亦有","H32","腹圍不足","AT4P6D","pre-e","12","P06312026"
"155","KWL","P","P064","L4","001","A","2","pot","283.5","14","132+","4.5","3.5","4","4",2.5,"3.5","121",120,"110",109.5,"172",NA,"圓唇,口短,器身較大,底近平","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕粗又明顯","g11,四斜紋似\\ //",NA,"sand","fine","medium","4","fine","6.5",NA,NA,"內外煙炱痕,口緣內腹指壓痕明顯",NA,"有腹圍","AT4P7AD","ch-con","04","P06404001"
"156","KWL","P","P064","L4","001","A","2","pot","283.5","14","132+","4.5","3.5","4","4",2.5,"3.5","121",120,"110",109.5,"172",NA,"圓唇,口短,器身較大,底近平","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕粗又明顯","g11,四斜紋似\\ //",NA,"sand","fine","medium","4","fine","6.5",NA,NA,"內外煙炱痕,口緣內腹指壓痕明顯",NA,"有腹圍","AT4P7B","ch-con","04","P06404001"
"157","KWL","P","P064","L4","001","A","2","pot","283.5","14","132+","4.5","3.5","4","4",2.5,"3.5","121",120,"110",109.5,"172",NA,"圓唇,口短,器身較大,底近平","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕粗又明顯","g11,四斜紋似\\ //",NA,"sand","fine","medium","4","fine","6.5",NA,NA,"內外煙炱痕,口緣內腹指壓痕明顯",NA,"有腹圍","AT4P7C","ch-con","04","P06404001"
"158","KWL","P","P064","L6","035","D","3","pot","227","21.5","129+","3","3.7","4","3.8",2,"2.5","125.5",NA,"108",NA,"162",NA,"平唇,底厚","平行紋(編織)","菱格紋","繫痕",NA,"紋飾清楚,腹部皆菱格紋","sand","fine","sparse","1","fine","6.7",NA,NA,"外腹略煙炱痕,內腹指壓痕明顯,內腹上處有一圈凸起",NA,"另有口緣無法拼接,有腹圍","AT4P7AD","post-e","06","P06406035"
"159","KWL","P","P064","L6","035","D","3","pot","227","21.5","129+","3","3.7","4","3.8",2,"2.5","125.5",NA,"108",NA,"162",NA,"平唇,底厚","平行紋(編織)","菱格紋","繫痕",NA,"紋飾清楚,腹部皆菱格紋","sand","fine","sparse","1","fine","6.7",NA,NA,"外腹略煙炱痕,內腹指壓痕明顯,內腹上處有一圈凸起",NA,"另有口緣無法拼接,有腹圍","AT4P7B","post-e","06","P06406035"
"160","KWL","P","P064","L6","035","D","3","pot","227","21.5","129+","3","3.7","4","3.8",2,"2.5","125.5",NA,"108",NA,"162",NA,"平唇,底厚","平行紋(編織)","菱格紋","繫痕",NA,"紋飾清楚,腹部皆菱格紋","sand","fine","sparse","1","fine","6.7",NA,NA,"外腹略煙炱痕,內腹指壓痕明顯,內腹上處有一圈凸起",NA,"另有口緣無法拼接,有腹圍","AT4P7C","post-e","06","P06406035"
"161","KWL","P","P064","L8","474","A","4","pot or steamer","66","21","91+","3","2.6","4","3.6",2,"1.5","110",NA,"95",NA,"138",NA,"平唇,器薄,缺底","菱格紋","直行紋.菱格紋.直行紋.（波浪紋）","繫痕",NA,NA,"sand","fine","sparse","4","fine","7.2",NA,NA,"內外腹煙炱痕,內腹指壓痕明顯",NA,NA,"AT4P7AD","post-e","08","P06408474"
"162","KWL","P","P064","L8","474","A","4","pot or steamer","66","21","91+","3","2.6","4","3.6",2,"1.5","110",NA,"95",NA,"138",NA,"平唇,器薄,缺底","菱格紋","直行紋.菱格紋.直行紋.（波浪紋）","繫痕",NA,NA,"sand","fine","sparse","4","fine","7.2",NA,NA,"內外腹煙炱痕,內腹指壓痕明顯",NA,NA,"AT4P7B","post-e","08","P06408474"
"163","KWL","P","P064","L8","474","A","4","pot or steamer","66","21","91+","3","2.6","4","3.6",2,"1.5","110",NA,"95",NA,"138",NA,"平唇,器薄,缺底","菱格紋","直行紋.菱格紋.直行紋.（波浪紋）","繫痕",NA,NA,"sand","fine","sparse","4","fine","7.2",NA,NA,"內外腹煙炱痕,內腹指壓痕明顯",NA,NA,"AT4P7C","post-e","08","P06408474"
"164","KWL","P","P064","L9","359","D","4","pot","68.5","17","115+","3","2.6","3.5","4",2.2,"2.5","120",NA,"104",NA,"150",NA,"平唇,器薄","波浪紋","波浪紋.直行紋.波浪紋.直行紋","繫痕",NA,NA,"sand","fine","medium","4","fine","6.45",NA,NA,"無燒煮使用痕,內腹指壓痕明顯",NA,NA,"AT4P7AD","post-e","09","P06409359"
"165","KWL","P","P064","L9","359","D","4","pot","68.5","17","115+","3","2.6","3.5","4",2.2,"2.5","120",NA,"104",NA,"150",NA,"平唇,器薄","波浪紋","波浪紋.直行紋.波浪紋.直行紋","繫痕",NA,NA,"sand","fine","medium","4","fine","6.45",NA,NA,"無燒煮使用痕,內腹指壓痕明顯",NA,NA,"AT4P7B","post-e","09","P06409359"
"166","KWL","P","P064","L9","359","D","4","pot","68.5","17","115+","3","2.6","3.5","4",2.2,"2.5","120",NA,"104",NA,"150",NA,"平唇,器薄","波浪紋","波浪紋.直行紋.波浪紋.直行紋","繫痕",NA,NA,"sand","fine","medium","4","fine","6.45",NA,NA,"無燒煮使用痕,內腹指壓痕明顯",NA,NA,"AT4P7C","post-e","09","P06409359"
"167","KWL","P","P064","L11","006","B","6","pot or steamer","126.5","15","105+","3","2","3.5","4",2,"1.5","109",NA,"95",92,"153",145,"平唇外翻,器薄,缺底","波浪紋(編織)","折線紋","繫痕",NA,"腹部皆折線紋","sand","fine","sparse","2","fine","7.4",NA,NA,"無燒煮使用痕",NA,NA,"AT4P7AD","pre-e","11","P06411006"
"168","KWL","P","P064","L11","006","B","6","pot or steamer","126.5","15","105+","3","2","3.5","4",2,"1.5","109",NA,"95",92,"153",145,"平唇外翻,器薄,缺底","波浪紋(編織)","折線紋","繫痕",NA,"腹部皆折線紋","sand","fine","sparse","2","fine","7.4",NA,NA,"無燒煮使用痕",NA,NA,"AT4P7B","pre-e","11","P06411006"
"169","KWL","P","P064","L11","006","B","6","pot or steamer","126.5","15","105+","3","2","3.5","4",2,"1.5","109",NA,"95",92,"153",145,"平唇外翻,器薄,缺底","波浪紋(編織)","折線紋","繫痕",NA,"腹部皆折線紋","sand","fine","sparse","2","fine","7.4",NA,NA,"無燒煮使用痕",NA,NA,"AT4P7C","pre-e","11","P06411006"
"170","KWL","P","P065","L4","056","D","3","pot","304","17.5","128","5","4","4.5","5.5",2,"2.5","115",110,"104",103,"168",170,"平唇,器厚,製作良好","直行紋","直行紋.平行紋.直行紋.平行紋.直行紋.平行紋.直行紋","繫痕",NA,NA,"sand","fine","sparse","1","fine","na",NA,NA,"外底煙炱痕集中且油亮,質地脆","08","有腹圍","AT4P8ACD","post-e","04","P06504056"
"171","KWL","P","P065","L4","056","D","3","pot","304","17.5","128","5","4","4.5","5.5",2,"2.5","115",110,"104",103,"168",170,"平唇,器厚,製作良好","直行紋","直行紋.平行紋.直行紋.平行紋.直行紋.平行紋.直行紋","繫痕",NA,NA,"sand","fine","sparse","1","fine","na",NA,NA,"外底煙炱痕集中且油亮,質地脆","08","有腹圍","AT4P8B","post-e","04","P06504056"
"172","KWL","P","P065","L5","075","B","4","pot or steamer","135.5","17","97+","4.5","3.5","4.5","4.7",1.5,"2","109",105,"93",90,"158",NA,"平唇,缺底","直行紋","葉脈紋.正方格紋.葉脈紋.正方格紋.","繫痕",NA,"紋飾特殊:葉脈紋,頸痕圓凹","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,外口緣亦有,內煙炱集中於腹部",NA,"有腹圍","AT4P8ACD","post-e","05","P06505075"
"173","KWL","P","P065","L5","075","B","4","pot or steamer","135.5","17","97+","4.5","3.5","4.5","4.7",1.5,"2","109",105,"93",90,"158",NA,"平唇,缺底","直行紋","葉脈紋.正方格紋.葉脈紋.正方格紋.","繫痕",NA,"紋飾特殊:葉脈紋,頸痕圓凹","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,外口緣亦有,內煙炱集中於腹部",NA,"有腹圍","AT4P8B","post-e","05","P06505075"
"174","KWL","P","P065","L5","076","B","4","pot","274","23.5","104+","4.5","3","5","6",5,"5.5","107",109,"91",93,"138",143,"平圓唇,器厚重,製作良好","直行紋","菱格紋.直行紋.菱格紋","繫痕",NA,"紋飾清楚","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,色黑,外口緣亦黑,內腹有灰燼殘留","13小","有腹圍","AT4P8ACD","post-e","05","P06505076"
"175","KWL","P","P065","L5","076","B","4","pot","274","23.5","104+","4.5","3","5","6",5,"5.5","107",109,"91",93,"138",143,"平圓唇,器厚重,製作良好","直行紋","菱格紋.直行紋.菱格紋","繫痕",NA,"紋飾清楚","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,色黑,外口緣亦黑,內腹有灰燼殘留","13小","有腹圍","AT4P8B","post-e","05","P06505076"
"176","KWL","P","P065","L5","089","C","4","pot","201.5","20","122+","3.8","3.1","4","4.0999999999999996",2.5,"3","115",NA,"100",NA,"155",NA,"平唇,底近平","平行紋","平行紋.菱格紋.平行紋.菱格紋","繫痕","g99, 工痕","腹片有一小孔","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,內腹指壓痕明顯,有特殊記載,內腹中央有一圈凸起,可能是接合處",NA,NA,"AT4P8ACD","post-e","05","P06505089"
"177","KWL","P","P065","L5","089","C","4","pot","201.5","20","122+","3.8","3.1","4","4.0999999999999996",2.5,"3","115",NA,"100",NA,"155",NA,"平唇,底近平","平行紋","平行紋.菱格紋.平行紋.菱格紋","繫痕","g99, 工痕","腹片有一小孔","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,內腹指壓痕明顯,有特殊記載,內腹中央有一圈凸起,可能是接合處",NA,NA,"AT4P8B","post-e","05","P06505089"
"178","KWL","P","P065","L5","135","D","4","pot","158.5","24","131+","3","3.5","4.5","4.5",3,"2.5","123",NA,"111",NA,"171",NA,"平唇,口高","平行紋","平行紋.直行紋.平行紋.直行紋","繫痕","g6, 三爪痕","紋飾粗","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,外口緣亦黑,色黑,有特殊記載","01","推測","AT4P8ACD","post-e","05","P06505135"
"179","KWL","P","P065","L5","135","D","4","pot","158.5","24","131+","3","3.5","4.5","4.5",3,"2.5","123",NA,"111",NA,"171",NA,"平唇,口高","平行紋","平行紋.直行紋.平行紋.直行紋","繫痕","g6, 三爪痕","紋飾粗","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,外口緣亦黑,色黑,有特殊記載","01","推測","AT4P8B","post-e","05","P06505135"
"180","KWL","P","P065","L10","026","B","6","pot","204","18","113+","3.4","4.5999999999999996","3","5",2.5,"3.5","113",116,"100",103,"141",143.5,"平唇,口微歛, 外口緣溢土","正方格紋","平行紋.直行紋.折線紋.平行紋.折線紋","繫痕",NA,"口緣內有縱切小痕","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,外口緣亦有","01","有腹圍","AT4P8ACD","pre-e","10","P06510026"
"181","KWL","P","P065","L10","026","B","6","pot","204","18","113+","3.4","4.5999999999999996","3","5",2.5,"3.5","113",116,"100",103,"141",143.5,"平唇,口微歛, 外口緣溢土","正方格紋","平行紋.直行紋.折線紋.平行紋.折線紋","繫痕",NA,"口緣內有縱切小痕","sand","fine","sparse","1","fine","na",NA,NA,"內外煙炱痕,外口緣亦有","01","有腹圍","AT4P8B","pre-e","10","P06510026"
"182","KWL","P","P066","L4","014","B","3","pot or steamer","109","19.5","85+","4","3.5","4.5","4.5",3.2,"3.5","125",NA,"105",NA,"167",NA,"平唇,缺底","直行紋","直行紋.格子紋.同心圓紋.直線紋","繫痕","交錯直痕,橫4豎4","紋飾清楚,特殊:同心圓紋,格子紋似壓印於平行紋上","sand","fine","sparse","4","fine","6.42",NA,NA,"外腹煙炱痕,有特殊記載",NA,NA,"AT4P9","post-e","04","P06604014"
"183","KWL","P","P066","L4","016","B","3","pot or steamer","120.5","22","107+","4.5","3.5","4.5","5.6",2,"2.8","121",NA,"111",NA,"165",NA,"平唇,口不平,缺底","直行紋","直行紋.菱格紋.直行紋.菱格紋","繫痕","交錯直痕,橫3豎4",NA,"sand","fine","sparse","1","fine","6.75",NA,NA,"外腹煙炱痕,肩部有壓凹處,質地脆硬,有特殊記載",NA,NA,"AT4P9","post-e","04","P06604016"
"184","KWL","P","P066","L4","046","C","3","base","238.5",NA,"112+",NA,NA,NA,NA,2.8,"3.7",NA,NA,NA,NA,"165",NA,"腹略寬,底近平,缺口","na","直行紋.菱格紋.平行紋.菱格紋",NA,NA,NA,"sand, quartz","fine","medium","4","fine","6.67",NA,NA,"內外腹煙炱痕",NA,NA,"AT4P9","post-e","04","P06604046"
"185","KWL","P","P066","L9","069","BC","5","rim","56","24","53+","3.6","2.8","4.5","5",NA,NA,"120",NA,"95.5",NA,NA,NA,"尖唇略外翻折,缺下腹及底","方格紋","平行紋","繫痕",NA,NA,"sand","fine","medium","4","fine","na",NA,NA,"內外煙炱痕,內煙炱集中於口上緣","黑土區(三)",NA,"AT4P9","pre-e","09","P06609069"
"186","KWL","P","P066","L9","070","BC","5","rim","69.5","26.5","75+","2.2999999999999998","2.9","3","2.7",2,"2.1","111",103,"95",99,"134+",NA,"平唇,口高,唇近平,口不圓,缺下腹及底","編織紋","直行紋.編織紋.直行紋.編織紋","繫痕",NA,"編織紋似植物種子痕","sand","fine","sparse","4","fine","na",NA,NA,"外略煙炱痕, 內緣稍有.內緣輪圈痕明顯","黑土區(三)",NA,"AT4P9","pre-e","09","P06609070"
"187","KWL","P","P066","L9","092","BC","5","pot or steamer","106","23","116+","2.2999999999999998","1.8","5","4",2,"2.2999999999999998","128",NA,"112.5",NA,"165",NA,"尖唇,口微歛,缺底","折線紋","平行紋.直行紋.折線紋.直行紋.折線紋","繫痕",NA,"紋飾深","sand","fine","sparse","4","fine","6.45",NA,NA,"內外腹煙炱痕,色黑,內腹指壓痕明顯","黑土區(三)",NA,"AT4P9","pre-e","09","P06609092"
"188","KWL","P","P066","L9","096","BC","5","pot or steamer","140","22","109+","2.2999999999999998","1.8","4","4.0999999999999996",2,"2.4","120",113,"99",105,"151",NA,"平唇,口微歛,缺底","折線紋","平行紋.直行紋.折線紋.ˋ直行紋.折線紋","繫痕整齊平直1mm",NA,NA,"sand","fine","sparse","4","fine",NA,NA,NA,"內外煙炱痕,外口緣全與內口上方亦有,色黑","黑土區(三)","有腹圍","AT4P9","pre-e","09","P06609096"
"189","KWL","P","P066","L9","099","BC","5","pot or steamer","108.5","23.5","105+","2.2999999999999998","1.8","4.7","4.5",2.5,"2.2000000000000002","120",NA,"106",NA,"170",NA,"平唇,口微歛,缺底","折線紋","平行紋.直行紋.折線紋.直行紋.折線紋","繫痕",NA,NA,"sand","fine","medium","1","fine","7.7",NA,NA,"內外腹煙炱痕,色黑,內集中於緣口與腹","黑土區(三)",NA,"AT4P9","pre-e","09","P06609099"
"190","KWL","P","P066","L9","132","BC","5","pot or steamer","172.5","25","103+","2.2999999999999998","1.7","4.5","4",2.1,"1.7","130",NA,"114",106,"164",156,"平唇,口較高,口不圓,缺底","折線紋","平行紋.直行紋.折線紋.ˋ直行紋.折線紋","繫痕",NA,"紋飾清楚","sand","fine","sparse","4","fine",NA,NA,NA,"無燒煮使用痕","黑土區(三)","有腹圍","AT4P9","pre-e","09","P06609132"
"191","KWL","P","P066","L9","133","BC","5","rim","108.5","21.5","54.5+","2","2.5","4","3.7",1.5,NA,"128",122,"106",105,"156+",NA,"尖唇略外翻折,內口緣溢土,缺下腹及底","折線紋","平行紋.直行紋","繫痕",NA,"紋飾清楚且深,折線紋不規律","sand","fine","sparse","4","fine",NA,NA,NA,"內口緣有明顯輪圈,內腹指壓痕明顯","黑土區(三)","腹圍不足","AT4P9","pre-e","09","P06609133"
"192","KWL","P","P067","L1","019",NA,"2","pot","112.5","23","125+","3.5","3.7","4","4.2",3,"4.2","120",NA,"114",NA,"151",NA,"圓唇,口微歛,口近直","直行紋(端點疑混木梯紋)","直行紋.菱格紋.平行紋.菱格紋","繫痕",NA,"紋飾清楚,菱格小","sand","fine","medium","4","fine","6.75",NA,NA,"內外腹略煙炱痕","擾亂","推測","AT4P10","ch-con","01","P06701019"
