"","Site","Context","Pit","Layer","No.","Position","New_Layer","Part","Weight","H_Rim","Hight","Thick1_Rim","Thick2_Rim","Thick1_Neck","Thick2_Neck","Thick1_Body","Thick2_Body","Diameter1_Rim","Diameter2_Rim","Diameter1_Neck","Diameter2_Neck","Diameter1_Body","Diameter2_Body","rim_form","紋飾/口緣","紋飾/腹片","紋飾/其他","特殊記載","紋飾特色","temper","texture","abundence","fireing core","sherd texture","curventure","緣內抹修","內頸","備註","出土說明","腹部","Grid","phase","layer2","filename"
"486","KWL","M","M023","LNA","057","A",NA,"pot or steamer","47","14.5","96+","2","2.5","3","3.5",2,"2.2999999999999998","107",NA,"94",NA,"155",NA,"平唇,口矮,外口土溢,器薄","波浪紋","波浪紋.直行紋.波浪紋.直行紋","繫痕細且平直",NA,"直行紋間距約5.5mm","sand","fine","medium","4","fine","8","稍微","圓弧稍抹平","無燒煮使用痕,內腹指壓痕明顯",NA,"推測",NA,NA,"NA","M023NA057"
"487","KWL","M","M025","LNA","003","CD",NA,"pot","253","18.5","120","2.5","1.8","3","4",1.5,"2.5","117",121,"99",102,"139",141,"平唇, 全形可復原","菱格紋","折線紋.菱格紋.折線紋.菱格紋","繫痕不明顯,頸凹帶狀5mm",NA,"腹部菱格較細長,寬約4.5mm,口菱格小寬約3mm,折線細緻","sand","fine","abundent","2","fine","cant",NA,"抹平,6.5mm","外腹局部色深,似無燒煮使用痕,內腹頗平滑,腹二層","3b.2D","有",NA,NA,"NA","M025NA003"
"488","KWL","M","M033","LNA","040",NA,NA,"pot or steamer","78.5","20.5","113+","1.5","2","4","4.5",3,"3.5","120",NA,"103",NA,"154",NA,"平唇略外翻","菱格紋","平行紋.豎折線紋","繫痕不明顯,頸凹帶狀5mm",NA,"紋飾深,折約90度","sand","fine","abundent","1, 4","fine","9.1999999999999993","稍微","圓弧","內外底略煙炱痕,內腹指壓痕明顯,尤其頸下一圈,外腹露胎一處",NA,"推測",NA,NA,"NA","M033NA040"
"489","KWL","M","M034","LNA","022",NA,NA,"pot","109","17","120+","3.1","2.2999999999999998","3.8","4.9000000000000004",2,"2.2000000000000002","120",NA,"103",NA,"150",NA,"平唇,外口土溢","平行紋","折線紋.直行紋.折線紋.直行紋","繫痕平直1mm且深",NA,"口紋飾又似編織","sand","fine","medium","4","fine","7.6",NA,"圓弧稍抹平","無燒煮使用痕,內腹指壓痕明顯,內頸露胎一處",NA,"推測",NA,NA,"NA","M034NA022"
"490","KWL","M","M040","LNA","030","D",NA,"pot or steamer","43.5","14.5","95+","2.5","2","2.5","3",2,"1.5","130",NA,"110",NA,"142",NA,"平唇外翻折,口矮,外侈角度大,外口土溢","菱格紋","折線紋","繫痕平直0.7mm且深",NA,"腹部僅折線,菱格較大寬約5mm","sand","fine","medium","1","fine","na","有","圓弧","無燒煮使用痕,內腹指壓痕明顯,上腹一側內凹變形",NA,"推測",NA,NA,"NA","M040NA030"
"491","KWL","M","M047","LNA","078",NA,NA,"pot","142.5","19","132","1.8","2.2999999999999998","4","3.5",2,"1.5","120",NA,"100",NA,"162",NA,"尖唇外翻折, 器薄","菱格紋","菱格紋.平行紋.折線紋.平行紋.折線紋","繫痕細多,成4.5mm",NA,"紋飾清楚規整,折線細緻,菱格寬6mm,中下腹平行帶約1mm","sand","fine","medium","4","fine","7.75","稍微","抹平,7mm","無燒煮使用痕,整體器薄,通體燒透",NA,"有",NA,NA,"NA","M047NA078"
"492","KWL","M","M048","LNA","120",NA,NA,"pot or steamer","38.5","20","110+","1.5","1.7","4.5","4",1.5,"1.9","110",NA,"90",NA,"147",NA,"尖唇略外翻, 器薄","菱格紋","直行紋.折線紋","繫痕",NA,"口紋飾模糊,直線下全折線,拍板橫印","sand","fine","medium","1, 4","fine","7.6",NA,"抹平, 5mm","無燒煮使用痕,內腹指壓痕明顯,內頸下尤其",NA,"推測",NA,NA,"NA","M048NA120"
"493","KWL","M","M048","LNA","123",NA,NA,"pot or steamer","49.5","18","93+","2.4","1.7","3","4",2,"3","110",NA,"91",NA,"146",NA,"平唇, 口外侈角度大","菱格紋","直行紋","繫痕",NA,"腹部全直行紋,口菱格小","sand","fine","medium","1","fine","8",NA,"圓弧","外腹略煙炱痕,內腹指壓痕明顯,泥質",NA,"推測",NA,NA,"NA","M048NA123"
"494","KWL","M","M048","LNA","124",NA,NA,"pot","106.5","22","120+","3.3","2.4","4","3",2.3,"3","110",NA,"93",NA,"138",NA,"平唇外翻,外口土溢","菱格紋","直行紋.折線紋","繫痕不明顯",NA,"平行與折線之紋飾分界近底,較特別,口菱格小,拍板橫印","sand","fine","medium","1","fine","9.3000000000000007",NA,"圓弧","無燒煮使用痕,內腹指壓痕明顯,內頸下尤其,泥質","1.2D","推測",NA,NA,"NA","M048NA124"
"495","KWL","M","M048","LNA","126",NA,NA,"pot","141","20","127","2.5","1.5","4.5","3.5",2,"1.5","117",112,"93",97,"141.5",NA,"平唇,外口土溢","折線紋","折線紋.直行紋.折線紋.直行紋","繫痕部分深且不直",NA,"先直後折,口緣2.5cm拍板端","sand","fine","medium","1","fine","na",NA,"圓弧","無燒煮使用痕,外腹壓凹數處且上腹有氣泡,似燒製失敗,內腹指壓痕明顯,泥質","2.1D","有",NA,NA,"NA","M048NA126"
